id,license,image_url,taxon_id
39221,,https://static.inaturalist.org/photos/65279/medium.JPG,36391
59653,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/92553/medium.JPG,36488
61606,CC-BY-NC,https://static.inaturalist.org/photos/94913/medium.jpg,36391
116141,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/166059/medium.jpg,36455
150242,,https://static.inaturalist.org/photos/206777/medium.jpg,36391
158861,,https://static.inaturalist.org/photos/216086/medium.jpg,36391
197936,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/252020/medium.jpg,36455
220680,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/278090/medium.JPG,36488
281760,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/348812/medium.jpg,36455
308270,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/382405/medium.jpg,36455
308273,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/382408/medium.jpg,36488
308278,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/382410/medium.jpg,36391
318377,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/395692/medium.JPG,36391
323840,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/403107/medium.JPG,36488
328227,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/408804/medium.jpg,36455
328271,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/408877/medium.jpg,36488
347121,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/432360/medium.jpg,36455
347127,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/432366/medium.jpg,36488
399609,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/500131/medium.jpg,36488
443871,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/558834/medium.jpg,36455
446221,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/561688/medium.jpg,36391
448038,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/564866/medium.jpg,36488
459367,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/579149/medium.jpg,36455
477899,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/603148/medium.jpg,36455
487712,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/616614/medium.jpg,36488
498050,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/633167/medium.jpg,36488
498058,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/633174/medium.jpg,36488
498059,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/633175/medium.jpg,36488
509641,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/649070/medium.jpg,36455
539645,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/685819/medium.jpg,36455
562427,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/716482/medium.jpg,36391
567655,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/721829/medium.JPG,36488
567739,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/722105/medium.JPG,36488
637163,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/801210/medium.jpg,36455
706169,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/887267/medium.jpg,36488
727572,CC-BY-NC,https://static.inaturalist.org/photos/913851/medium.jpg,36488
856454,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1085696/medium.jpg,36488
866097,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1098759/medium.jpg,36488
885600,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1124635/medium.jpg,36488
901021,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1147707/medium.jpg,36488
919013,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1174093/medium.jpg,36488
1020233,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1256007/medium.JPG,36488
1038049,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1301600/medium.jpg,36488
1052337,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1319999/medium.jpg,36488
1052687,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1320731/medium.jpg,36488
1052929,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1320790/medium.jpg,36488
1053507,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1321418/medium.jpg,36488
1053674,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1321557/medium.jpg,36488
1053690,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1321571/medium.JPG,36488
1053926,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1321873/medium.jpg,36488
1054919,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1322996/medium.jpg,36488
1054999,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1331903/medium.JPG,36488
1055325,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1323588/medium.jpg,36488
1055431,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1323710/medium.jpg,36488
1055513,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1323804/medium.JPG,36488
1055650,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1323937/medium.jpg,36488
1055651,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1323938/medium.jpg,36488
1056067,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1324422/medium.jpg,36488
1056230,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1324627/medium.jpg,36488
1056504,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1324917/medium.jpg,36488
1057093,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1325607/medium.JPG,36488
1057834,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1326563/medium.jpg,36488
1057835,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1326564/medium.jpg,36488
1057836,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1326567/medium.jpg,36488
1058176,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1326971/medium.JPG,36488
1058941,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1327901/medium.jpeg,36488
1060242,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1328665/medium.JPG,36488
1060275,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1328704/medium.jpg,36488
1060372,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1328822/medium.JPG,36488
1060678,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1329228/medium.JPG,36488
1060909,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1329594/medium.jpg,36488
1061530,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1330482/medium.jpg,36488
1153025,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1453201/medium.JPG,36455
1209672,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1527936/medium.JPG,36488
1209742,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1528037/medium.JPG,36455
1211985,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1530209/medium.JPG,36455
1229106,CC-BY-NC,https://static.inaturalist.org/photos/1548356/medium.jpg,36455
1229368,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1548718/medium.jpg,36488
1234581,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1553733/medium.jpg,36488
1237213,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1557637/medium.JPG,36488
1237233,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1557676/medium.jpg,36488
1237790,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1558430/medium.jpg,36488
1237795,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1558810/medium.jpg,36488
1237812,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1558466/medium.jpg,36488
1238388,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1559221/medium.jpg,36488
1239541,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1560844/medium.jpg,36488
1241631,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1563425/medium.PNG,36488
1241660,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1563479/medium.JPG,36488
1241733,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1563557/medium.jpg,36488
1242428,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1564458/medium.jpg,36488
1394141,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1723709/medium.jpg,36488
1402563,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1734829/medium.jpg,36488
1421480,CC-BY-NC,https://static.inaturalist.org/photos/1759280/medium.jpg,36391
1421506,CC-BY-NC,https://static.inaturalist.org/photos/1759290/medium.jpg,36488
1421509,CC-BY-NC,https://static.inaturalist.org/photos/1759293/medium.jpg,36488
1531336,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1897239/medium.jpg,36455
1539683,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1907349/medium.JPG,36488
1672697,,https://static.inaturalist.org/photos/2037909/medium.jpg,36488
1757631,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2132044/medium.jpg,36455
1795797,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2176200/medium.jpg,36488
1838773,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2233648/medium.jpg,36488
1884917,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2297777/medium.jpg,36488
1884929,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2297792/medium.jpg,36488
1902936,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2322271/medium.jpg,36391
1916051,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2341075/medium.jpg,36488
1920200,,https://static.inaturalist.org/photos/2346844/medium.jpg,36391
